Artist,Video Name,URL,Song Name,Release Year,Album,Live or Studio,Track Number
Opeth,OPETH - The Wilde Flowers (OFFICIAL LYRIC VIDEO),https://www.youtube.com/watch?v=O9vA6dJJX-8,The Wilde Flowers,2016,Sorceress,Studio,3
Opeth,OPETH - Will O The Wisp (OFFICIAL LYRIC VIDEO),https://www.youtube.com/watch?v=Kfpnwk-DXrA,Will O the Wisp,2016,Sorceress,Studio,4
Opeth,Opeth - Chrysalis,https://www.youtube.com/watch?v=ZWlBgjLMyTw,Chrysalis,2016,Sorceress,Studio,5
Opeth,Sorceress 2 - Opeth,https://www.youtube.com/watch?v=9ZSLZ7dx2KI,Sorceress 2,2016,Sorceress,Studio,6
Opeth,Opeth-The Seventh Sojourn,https://www.youtube.com/watch?v=T1Pt7wPKbvs,The Seventh Sojourn,2016,Sorceress,Studio,7
Opeth,Opeth - Strange Brew,https://www.youtube.com/watch?v=789ujr2YUL4,Strange Brew,2016,Sorceress,Studio,8
Opeth,Opeth - A Fleeting Glance,https://www.youtube.com/watch?v=2W5COCMmV8o,A Fleeting Glance,2016,Sorceress,Studio,9
Opeth,OPETH - Era (OFFICIAL VIDEO),https://www.youtube.com/watch?v=98wXIjkO4i0,Era,2016,Sorceress,Studio,10
Opeth,Opeth - Persephone (Slight Return) (Subtítulos en Español) HD,https://www.youtube.com/watch?v=WfXxtLGXYKQ,Persephone (Slight Return),2016,Sorceress,Studio,11
Opeth,Opeth - Garden of Earthly Delights and Dignity,https://www.youtube.com/watch?v=tSQ1YlfPikc,Garden of Earthly Delights,2019,In Cauda Venenum,Live,1
Opeth,Opeth - Svekets Prins (Dignity) - Live l'Olympia Paris 2019,https://www.youtube.com/watch?v=VHXws5ouE4I,Dignity,2019,In Cauda Venenum,Live,2
Opeth,Opeth - Hjärtat Vet Vad Handen Gör (Heart in Hand) Live Paris 2019,https://www.youtube.com/watch?v=0c7cQyEplrw,Heart in Hand,2019,In Cauda Venenum,Live,3
Opeth,Opeth - Allting tar Slut at The LCR Norwich,https://www.youtube.com/watch?v=uC-w3ZdUV8w,All Things Will Pass,2019,In Cauda Venenum,Live,10
Opeth,"OPETH - ""Dignity"" (OFFICIAL VISUALIZER TRACK)",https://www.youtube.com/watch?v=GF5FXYmBrc4,Dignity,2019,In Cauda Venenum,Studio,2
Opeth,"OPETH - ""Hjärtat Vet Vad Handen Gör"" / ""Heart In Hand"" (OFFICIAL VISUALIZER TRACK)",https://www.youtube.com/watch?v=5Ko4_eO2tiU,Heart in Hand,2019,In Cauda Venenum,Studio,3
Opeth,Opeth - Next of Kin Lyrics Video,https://www.youtube.com/watch?v=o-id4ik81TY,Next of Kin,2019,In Cauda Venenum,Studio,4
Opeth,Opeth - Lovelorn Crime lyrics,https://www.youtube.com/watch?v=cFL4JmOTsq8,Lovelorn Crime,2019,In Cauda Venenum,Studio,5
Opeth,"OPETH - ""Universal Truth"" (OFFICIAL MUSIC VIDEO)",https://www.youtube.com/watch?v=ypdlAMXIvCM,Universal Truth,2019,In Cauda Venenum,Studio,7
Opeth,The Garroter | Audio World,https://www.youtube.com/watch?v=N-blsq0a1ow,The Garroter,2019,In Cauda Venenum,Studio,8
Opeth,Continuum | Audio World,https://www.youtube.com/watch?v=ZPwPshMDu-E,Continuum,2019,In Cauda Venenum,Studio,9
Opeth,OPETH - All Things Will Pass (SUBTÍTULOS EN ESPAÑOL),https://www.youtube.com/watch?v=RxBS8OGDOJ4,All Things Will Pass,2019,In Cauda Venenum,Studio,10
